"imdbId","title","releaseYear","releaseDate","genre","writers","actors","directors","sequel","hitFlop"
"tt0435437","Taarzan: The Wonder Car","2004","06 Aug 2004","Musical | Action | Drama","Lalit Mahajan (story) | Lalit Mahajan","Vatsal Seth | Ayesha Takia | Ajay Devgn | Farida Jalal","Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla","0","1"
"tt0436451","Jo Bole So Nihaal","2005","13 May 2005","Action","Sanjay Chhel (dialogue writer)","Sunny Deol | Thomas Tevana | Gary Castro Churchwell | Kamaal Khan","Rahul Rawail","0","1"
"tt0437182","Family: Ties of Blood","2006","12 Jan 2006","Action | Crime | Drama","Rajat Arora (screenwriter) | Tigmanshu Dhulia (dialogue) | Shridhar Raghavan (screenplay) | Ashok Rawat (script & story) | Rajkumar Santoshi (dialogue) | Rajkumar Santoshi (screenplay) | Shaktimaan Talwar (story)","Amitabh Bachchan | Akshay Kumar | Bhoomika Chawla | Aryeman Ramsay","Rajkumar Santoshi","0","1"
"tt0437238","Hulchul","2004","26 Nov 2004","Action | Comedy | Drama","K.P. Saxena (dialogue) | Siddique (story) | Neeraj Vora (screenplay)","Akshaye Khanna | Kareena Kapoor | Sunil Shetty | Paresh Rawal","Priyadarshan","0","6"
"tt0437279","Khamoshh... Khauff Ki Raat","2005","15 Apr 2005","Thriller","Adi (dialogue) | Adi (screenplay) | Bijesh Jayarajan (screenplay)","Shilpa Shetty | Juhi Chawla | Rajiv Singh | Shawar Ali","Deepak Tijori","0","1"
"tt0437407","Parineeta","2005","10 Jun 2005","Drama | Musical | Romance","Saratchandra Chatterjee (novel) | Vidhu Vinod Chopra (screenplay) | Rekha Nigam (dialogue) | Pradeep Sarkar (screenplay)","Saif Ali Khan | Vidya Balan | Sanjay Dutt | Dia Mirza","Pradeep Sarkar","0","3"
"tt0438153","Let's Enjoy","2004","01 Oct 2004","Comedy","Siddharth Anand Kumar | Ankur Tewari","Shomendra Bose | Aashish Chaudhary | Roshni Chopra | Arzoo Govitrikar","Siddharth Anand Kumar | Ankur Tewari","0","1"
"tt0438875","Insan","2005","14 Jan 2005","Drama | War","Naeem-Ejaz (dialogue)","Akshay Kumar | Ajay Devgn | Tusshar Kapoor | Esha Deol","K. Subhash","0","1"
"tt0438894","Kisse Pyaar Karo?n","2009","27 Feb 2009","Action | Comedy | Crime","Shabbir Ahmed (lyrics) | Yunus Sajawal (screenplay)","Arshad Warsi | Aashish Chaudhary | Yash Tonk | Udita Goswami","Ajay Chandhok","0","1"
"tt0438981","Silsiilay","2005","17 Jun 2005","Drama","Khalid Mohamed (story)","Tabu | Bhoomika Chawla | Riya Sen | Celina Jaitly","Khalid Mohamed","0","1"
"tt0439662","Fanaa","2006","26 May 2006","Drama | Musical | Romance","Shibani Bathija (screenplay) | Shibani Bathija (story) | Shibani Bathija","Aamir Khan | Kajol | Rishi Kapoor | Tabu","Kunal Kohli","0","7"
"tt0439754","Pyaar Mein Twist","2005","02 Sep 2005","Comedy | Drama | Musical","Sushma Ahuja (story) | Sameer (lyrics)","Rishi Kapoor | Dimple Kapadia | Vikas Bhalla | Emma Bunton","Hriday Shetty","0","1"
"tt0439872","Wajahh: A Reason to Kill","2004","08 Oct 2004","Thriller","Ghalib Asadbhopali (dialogue) | Tony Mirrcandani (story) | Sandeep Patel (screenplay)","Arbaaz Khan | Gracy Singh | Shamita Shetty | Zulfi Sayed","Gautam Adhikari","0","1"
"tt0441048","Dhoom:2","2006","24 Nov 2006","Action | Thriller","Vijay Krishna Acharya (screenplay) | Vijay Krishna Acharya (dialogue) | Aditya Chopra (story)","Abhishek Bachchan | Uday Chopra | Hrithik Roshan | Aishwarya Rai Bachchan","Sanjay Gadhvi","1","8"
"tt0442606","Mulaqaat","2002","N/A","Drama | Thriller","N/A","Vinay Anand | Arun Bakshi | Rita Bhaduri | Milind Gunaji","K. Ravi Shankar","0","1"
"tt0442764","Dil Jo Bhi Kahey...","2005","23 Sep 2005","Romance","Romesh Sharma","Amitabh Bachchan | Revathy | Karan Sharma | Annabelle Wallis","Romesh Sharma","0","1"
"tt0442799","Kis Kis Ki Kismat","2004","22 Oct 2004","Comedy","Umesh Shukla","Mallika Sherawat | Rati Agnihotri | Kurush Deboo | Tinnu Anand","Govind Menon","0","1"
"tt0442855","Vaada","2005","07 Jan 2005","Romance | Mystery | Drama","Rumi Jaffery","Arjun Rampal | Zayed Khan | Ameesha Patel | Alok Nath","Satish Kaushik","0","2"
"tt0443208","Rog","2005","07 Jan 2005","Mystery | Romance | Thriller","Mahesh Bhatt | Subodh Chopra (dialogue) | Niranjan Iyengar (dialogue)","Irrfan Khan | Suhel Seth | Himanshu Malik | Shyamoli Varma","Himanshu Brahmbhatt","0","1"
"tt0443331","Milenge Milenge","2010","09 Jul 2010","Drama | Romance","Shiraz Ahmed (dialogue) | Shiraz Ahmed (story)","Kareena Kapoor | Shahid Kapoor | Aarti Chhabria | Delnaaz Irani","Satish Kaushik","0","2"
"tt0443594","Naina","2005","20 May 2005","Drama | Horror | Mystery","Shripal Morakhia (story) | Sagar Pandya | Anjum Rajabali","Urmila Matondkar | Anuj Sawhney | Malavikka | Amardeep Jha","Shripal Morakhia","0","2"
"tt0443708","Page 3","2005","21 Jan 2005","Drama","Nina Arora (screenplay) | Madhur Bhandarkar (dialogue) | Sanjeev Dutta (dialogue) | Manoj Tyagi (screenplay)","Konkona Sen Sharma | Atul Kulkarni | Sandhya Mridul | Tara Sharma","Madhur Bhandarkar","0","5"
"tt0444767","A Sublime Love Story: Barsaat","2005","19 Aug 2005","Romance","Suneel Darshan (story) | Robin Bhatt (screenplay) | Shyam Goel (screenplay) | Rumi Jaffery (dialogue) | K.K. Singh (dialogue)","Bobby Deol | Bipasha Basu | Priyanka Chopra | Gajendra Chouhan","Suneel Darshan","0","3"
"tt0444769","Blackmail","2005","28 Jan 2005","Action | Drama | Thriller","Robin Bhatt (story) | Javed Siddiqui (dialogue)","Ajay Devgn | Sunil Shetty | Priyanka Chopra | Dia Mirza","Anil Devgan","0","1"
"tt0444781","Deewane Huye Paagal","2005","25 Nov 2005","Comedy | Romance","Kiran Kotrial (story) | Neeraj Vora (dialogue) | Abbas Hirapurwala (dialogue)","Akshay Kumar | Sunil Shetty | Shahid Kapoor | Rimi Sen","Vikram Bhatt","0","2"
"tt0444820","Fareb","2005","N/A","Drama | Thriller","Girish Dhamija (dialogue) | Bijesh Jayarajan (screenplay) | Bijesh Jayarajan (story)","Shilpa Shetty | Manoj Bajpayee | Shamita Shetty | Parmeet Sethi","Deepak Tijori","0","1"
"tt0444840","Humko Deewana Kar Gaye","2006","14 Apr 2006","Romance","Sudhanshu Dube (additional dialogue) | Raj Kanwar","Akshay Kumar | Katrina Kaif | Bipasha Basu | Bhagyashree","Raj Kanwar","0","2"
"tt0444849","Karam","2005","11 Mar 2005","Crime | Thriller","Suparn Verma (story)","John Abraham | Priyanka Chopra | Bharat Dabholkar | Vishwajeet Pradhan","Sanjay F. Gupta","0","2"
"tt0444874","Main Aisa Hi Hoon","2005","06 May 2005","Musical | Drama","Harry Baweja (story) | Bhavani Iyer (screenplay) | Anurag Kashyap (dialogue)","Ajay Devgn | Sushmita Sen | Esha Deol | Anupam Kher","Harry Baweja","0","1"
"tt0444913","Tango Charlie","2005","25 Mar 2005","Action | Drama | War","Mani Shankar (dialogue) | Mani Shankar (screenplay)","Ajay Devgn | Bobby Deol | Sanjay Dutt | Sunil Shetty","Mani Shankar","0","1"
"tt0444915","Tathastu","2006","N/A","Drama","N/A","Sanjay Dutt | Ameesha Patel | Jayapradha | Gulshan Grover","Anubhav Sinha","0","1"
"tt0445022","Jurm","2005","10 Feb 2005","Thriller","N/A","Bobby Deol | Lara Dutta | Milind Gunaji | Shakti Kapoor","Vikram Bhatt","0","1"
"tt0445056","Sheesha","2005","11 Feb 2005","Drama | Romance | Thriller","Sanjay Masoom (dialogue) | A. Muthu (story) | Ashu Trikha (screenplay)","Neha Dhupia | Elidh MacQueen | Niju Mavani | Nares Ngamseera","Ashu Trikha","0","1"
"tt0447235","Kiss Kis Ko","2004","N/A","Musical","Pankaj Kapoor","Chaitanya Bhosle | Sherrin Verghese | Bhumika Puri | Aparna Kumesh","Sharad Sharan","0","1"
"tt0447890","Chaahat Ek Nasha...","2005","11 Feb 2005","Romance","N/A","Aryan Vaid | Manisha Koirala | Preeti Jhangiani | Sharad S. Kapoor","Jay Prakash | Surya Prakash","0","1"
"tt0448121","Sins","2005","25 Feb 2005","Drama | Romance","N/A","Vinod Pande | Shiney Ahuja | Seema Rahmani","Vinod Pande","0","2"
"tt0448206","Bunty Aur Babli","2005","27 May 2005","Adventure | Comedy | Crime","Aditya Chopra (story) | Jaideep Sahni (screenplay) | Jaideep Sahni (dialogue)","Amitabh Bachchan | Rani Mukerji | Abhishek Bachchan | Kiran Juneja","Shaad Ali","0","7"
"tt0449189","Banaras","2006","07 Apr 2006","Musical | Drama","Javed Siddiqui (dialogue) | L.C. Singh","Urmila Matondkar | Ashmit Patel | Dimple Kapadia | Raj Babbar","Pankaj Parashar","0","1"
"tt0449228","Dosti: Friends Forever","2005","23 Dec 2005","Romance","Suneel Darshan (story) | Robin Bhatt (screenplay) | Shyam Goel (screenplay) | Rumi Jaffery (screenplay) | K.K. Singh (screenplay)","Akshay Kumar | Bobby Deol | Kareena Kapoor | Lara Dutta","Suneel Darshan","0","2"
"tt0449306","Lucky: No Time for Love","2005","08 Apr 2005","Musical | Drama | Romance","Radhika Rao | Vinay Sapru | Milap Zaveri (dialogue)","Salman Khan | Sneha Ullal | Mithun Chakraborty | Kader Khan","Radhika Rao | Vinay Sapru","0","3"
"tt0449389","Shaadi No. 1","2005","03 Nov 2005","Comedy","N/A","Fardeen Khan | Zayed Khan | Sharman Joshi | Esha Deol","David Dhawan","0","2"
"tt0449870","Chehraa","2005","18 Feb 2005","Thriller","Saurabh Shukla","Bipasha Basu | Dino Morea | Preeti Jhangiani | Irrfan Khan","Saurabh Shukla","0","1"
"tt0449982","Hum Dum","2005","11 Feb 2005","Comedy | Romance","Ghalib Asadbhopali (dialogue) | Kushan Nandy (story) | Kiran Shroff","Romit Raaj | Anjana Sukhani | Benjamin Gilani | Tanvi Azmi","Kushan Nandy","0","1"
"tt0449994","Jodhaa Akbar","2008","15 Feb 2008","Action | Adventure | Biography","Haidar Ali (story) | Haidar Ali (screenplay) | Ashutosh Gowariker (screenplay) | K.P. Saxena (dialogue)","Hrithik Roshan | Aishwarya Rai Bachchan | Sonu Sood | Poonam Sinha","Ashutosh Gowariker","0","5"
"tt0449999","Kabhi Alvida Naa Kehna","2006","11 Aug 2006","Drama","Karan Johar (story) | Shibani Bathija (screenplay) | Karan Johar (screenplay) | Niranjan Iyengar (dialogue)","Shah Rukh Khan | Rani Mukerji | Amitabh Bachchan | Preity Zinta","Karan Johar","0","5"
"tt0451631","Apaharan","2005","02 Dec 2005","Action | Crime | Drama","Prakash Jha (dialogue) | Prakash Jha (screenplay) | Prakash Jha (story) | Shridhar Raghavan (screenplay) | Anjum Rajabali (script consultant) | Manoj Tyagi (screenplay)","Ajay Devgn | Nana Patekar | Bipasha Basu | Ayub Khan","Prakash Jha","0","5"
"tt0451639","Bachke Rehna Re Baba","2005","03 Jun 2005","Comedy","Robin Bhatt (screenplay) | Robin Bhatt (story) | Umesh Shukla (dialogue) | Umesh Shukla (screenplay) | Umesh Shukla (story)","Rekha | Mallika Sherawat | Paresh Rawal | Satish Shah","Govind Menon","0","2"
"tt0451787","Kyon Ki...","2005","03 Nov 2005","Drama | Romance","Sanjay Chhel (dialogue)","Salman Khan | Kareena Kapoor | Rimi Sen | Jackie Shroff","Priyadarshan","0","2"
"tt0451803","Maine Pyaar Kyun Kiya","2005","15 Jul 2005","Comedy | Drama | Romance","Sanjay Chhel (dialogues) | Rumi Jaffery (screenplay) | Sameer (lyrics)","Salman Khan | Sushmita Sen | Katrina Kaif | Sohail Khan","David Dhawan","0","5"
"tt0451824","My Wife's Murder","2005","19 Aug 2005","Thriller","Atul Sabharwal","Anil Kapoor | Suchitra Krishnamoorthi | Nandana Sen | Rajesh Tandon","Jijy Philip","0","2"
"tt0451833","No Entry","2005","26 Aug 2005","Comedy | Drama | Musical","Anees Bazmee","Anil Kapoor | Salman Khan | Fardeen Khan | Bipasha Basu","Anees Bazmee","0","7"
"tt0451850","Paheli","2005","24 Jun 2005","Fantasy | Romance","Vijayadan Detha (novel) | Vijayadan Detha (story) | Sandhya Gokhale (dialogue) | Sandhya Gokhale (screenplay) | Amol Palekar (story)","Shah Rukh Khan | Anupam Kher | Rani Mukerji | Amitabh Bachchan","Amol Palekar","0","3"
"tt0451919","Socha Na Tha","2005","04 Mar 2005","Romance | Comedy","Imtiaz Ali","Abhay Deol | Ayesha Takia | Ayesha Jhulka | Apoorva Jha","Imtiaz Ali","0","2"
"tt0451983","Zeher","2005","25 Mar 2005","Thriller","Mahesh Bhatt (screenplay)","Emraan Hashmi | Shamita Shetty | Udita Goswami | Sameer Kochhar","Mohit Suri","0","4"
"tt0453582","7 1/2 Phere: More Than a Wedding","2005","29 Jul 2005","Comedy | Drama","Subrat Sinha (lyrics) | Honey Trehan (lyrics) | Ishaan Trivedi","Juhi Chawla | Irrfan Khan | Manoj Pahwa | Nina Kulkarni","Ishaan Trivedi","0","1"
"tt0453671","Garam Masala","2005","03 Nov 2005","Comedy","Priyadarshan (screenplay) | Neeraj Vora (dialogue) | Priyadarshan (story)","Akshay Kumar | John Abraham | Paresh Rawal | Rimi Sen","Priyadarshan","0","6"
"tt0453729","Iqbal","2005","20 Jan 2006","Drama","Nagesh Kukunoor","Naseeruddin Shah | Girish Karnad | Shreyas Talpade | Shweta Prasad","Nagesh Kukunoor","0","4"
"tt0453748","Kuchh Meetha Ho Jaye","2005","15 Apr 2005","Comedy | Romance","Samar Khan (story) | Rohit Malhotra (dialogue) | Rohit Malhotra (screenplay) | Rohit Malhotra (story)","Arshad Warsi | Mahima Chaudhry | Parvin Dabas | Sandhya Mridul","Samar Khan","0","1"
"tt0454396","Aryan: Unbreakable","2006","15 Dec 2006","Drama","Abhishek Kapoor","Sohail Khan | Sneha Ullal | Inder Kumar | Farida Jalal","Abhishek Kapoor","0","1"
"tt0454429","Chingaari","2006","17 Feb 2006","Drama","Bhupen Hazarika (story) | Kalpana Lajmi (dialogue) | Kalpana Lajmi (screenplay)","Sushmita Sen | Mithun Chakraborty | Anuj Sawhney | Ila Arun","Kalpana Lajmi","0","1"
"tt0456144","Lage Raho Munna Bhai","2006","01 Sep 2006","Comedy | Drama | Romance","Vidhu Vinod Chopra (screenplay) | Rajkumar Hirani | Abhijit Joshi (screenplay)","Sanjay Dutt | Arshad Warsi | Vidya Balan | Boman Irani","Rajkumar Hirani","1","8"
"tt0456165","Salaam Namaste","2005","09 Sep 2005","Comedy | Drama | Romance","Siddharth Anand (screenplay) | Abbas Tyrewala (dialogue)","Saif Ali Khan | Preity Zinta | Arshad Warsi | Tania Zaetta","Siddharth Anand","0","6"
"tt0456413","Fight Club: Members Only","2006","17 Feb 2006","Action | Comedy","Vikram Chopra (screenplay) | Sohail Khan (dialogue) | Sohail Khan (screenplay) | Sohail Khan (story) | Mayur Puri (dialogue)","Sunil Shetty | Sohail Khan | Zayed Khan | Dino Morea","Vikram Chopra","0","2"
"tt0456481","Jaan-E-Mann: Let's Fall in Love... Again","2006","20 Oct 2006","Musical | Romance","Shirish Kunder (dialogue) | Shirish Kunder (screenplay) | Shirish Kunder (story)","Salman Khan | Akshay Kumar | Preity Zinta | Anupam Kher","Shirish Kunder","0","2"
"tt0456500","Kyaa Kool Hai Hum","2005","06 May 2005","Comedy | Mystery","Sachin Yardi (story) | Pankaj Trivedi (story)","Tusshar Kapoor | Ritesh Deshmukh | Isha Koppikar | Neha Dhupia","Sangeeth Sivan","0","6"
"tt0456549","Mr Ya Miss","2005","02 Dec 2005","Comedy","Antara Mali (screenplay) | Antara Mali (story) | Raghuvir Shekhawat (dialogue)","Antara Mali | Ritesh Deshmukh | Divya Dutta | Aftab Shivdasani","Antara Mali | Satchit Puranik","0","2"
"tt0456558","Nazar","2005","20 May 2005","Thriller","Mahesh Bhatt | Anand Sivakumaran (screenplay)","Meera | Ashmit Patel | Koel Purie | Neena Gupta","Soni Razdan","0","2"
"tt0457875","Ek Ajnabee","2005","09 Dec 2005","Action | Adventure | Crime","Apoorva Lakhia (screenplay) | Manoj Tyagi (screenplay) | Manoj Tyagi (dialogue)","Amitabh Bachchan | Arjun Rampal | Perizaad Zorabian | Rucha Vaidya","Apoorva Lakhia","0","2"
"tt0457940","Home Delivery: Aapko... Ghar Tak","2005","02 Dec 2005","Comedy | Romance","Sujoy Ghosh (screenplay) | Sujoy Ghosh (story) | Suresh Nair (dialogue) | Suresh Nair (story) | Ritesh Shah (dialogue) | Milap Zaveri (dialogue)","Vivek Oberoi | Mahima Chaudhry | Ayesha Takia | Boman Irani","Sujoy Ghosh","0","1"
"tt0458017","Mixed Doubles","2006","10 Feb 2006","Comedy | Drama","Rajat Kapoor (script) | Anurag Kashyap (dialogues)","Konkona Sen Sharma | Ranvir Shorey | Koel Purie | Saurabh Shukla","Rajat Kapoor","0","2"
"tt0458027","Mumbai Godfather","2005","22 Sep 2005","Action | Crime | Drama","Farhad Bhiwandiwala (lyrics) | Salim Hyder | Jeetendra S. Shukla (lyrics) | Deepak Balraj Vij","Seema Biswas | Vikram Singh | Bhumika | Govind Namdeo","Deepak Balraj Vij","0","1"
"tt0459133","Shabnam Mausi","2005","20 May 2005","Drama","Aadesh K. Arjun | Yogesh Bharadwaj | S. Sachinder","Ashutosh Rana | Sujeet Chaubey | Divya Desai | Jasvvant Khera","Yogesh Bharadwaj","0","1"
"tt0459293","Gandhi, My Father","2007","27 Jul 2007","Biography | Drama | History","Chandulal Dalal (book) | Feroz Abbas Khan | Neelamben Parikh (book)","Akshaye Khanna | Darshan Jariwala | Shefali Shetty | Bhoomika Chawla","Feroz Abbas Khan","0","1"
"tt0459423","Kahaani Gudiya Ki...: True Story of a Woman","2008","11 Apr 2008","Drama","Ashok Hamrahi | Madan Pal (lyrics)","Divya Dutta | Arif Zakaria | Rajpal Yadav | Somed Agarwal","Prabhakar Shukla","0","1"
"tt0459475","Naam Gum Jaayega","2005","10 Apr 2005","Thriller","Amol Shetge","Raqesh Vashisth | Dia Mirza | Aryan Vaid | Mandira Bedi","Amol Shetge","0","1"
"tt0459605","Eklavya: The Royal Guard","2007","16 Feb 2007","Action | Drama | Thriller","Vidhu Vinod Chopra | Abhijit Joshi | Swanand Kirkire (dialogue)","Amitabh Bachchan | Saif Ali Khan | Sanjay Dutt | Vidya Balan","Vidhu Vinod Chopra","0","2"
"tt0461209","Ek Khiladi Ek Haseena","2005","18 Nov 2005","Comedy | Crime | Thriller","Suparn Verma (story)","Fardeen Khan | Koena Mitra | Kay Kay Menon | Rakhi Sawant","Suparn Verma","0","2"
"tt0461258","Kal: Yesterday and Tomorrow","2005","09 Dec 2005","Drama | Mystery | Thriller","Ruchi Narain","Shiney Ahuja | Murad Ali | Ahmed Chaudhary | Gopi Desai","Ruchi Narain","0","1"
"tt0461323","Pyare Mohan","2006","21 Apr 2006","Comedy | Drama | Romance","Milap Zaveri (story) | Tushar Hiranandani (story) | Milap Zaveri (screenplay) | Tushar Hiranandani (screenplay) | Milap Zaveri (dialogue)","Fardeen Khan | Vivek Oberoi | Esha Deol | Amrita Rao","Indra Kumar | Kookie V. Gulati","0","2"
"tt0461936","Don","2006","20 Oct 2006","Action | Crime | Thriller","Salim Khan (based on an original screenplay by) | Javed Akhtar (based on an original screenplay by) | Farhan Akhtar","Shah Rukh Khan | Priyanka Chopra | Arjun Rampal | Isha Koppikar","Farhan Akhtar","1","6"
"tt0463279","2 October","2003","N/A","Crime","N/A","Ashutosh Rana | Saadhika | Sharat Saxena | Rocky Verma","Sunil Tiwari","0","1"
"tt0464160","Chup Chup Ke","2006","09 Jun 2006","Comedy | Drama | Romance","Priyadarshan (story) | Neeraj Vora (dialogue)","Kareena Kapoor | Shahid Kapoor | Paresh Rawal | Neha Dhupia","Priyadarshan | Kookie V. Gulati","0","4"
"tt0466208","Bhairav","2001","N/A","Action","N/A","Hemant Birje | Mithun Chakraborty | Jack Gaud | Brij Gopal","T.L.V. Prasad","0","1"
"tt0466367","Chand Sa Roshan Chehra","2005","04 Mar 2005","Romance","Jalees Sherwani","Samir Aftab | Talat Aziz | Tamannaah Bhatia | Kurush Deboo","Shabah Shamsi","0","1"
"tt0466398","Ssukh","2005","17 Jun 2005","Comedy | Family | Romance","N/A","Aarti Chhabria | Jackie Shroff | Mahesh Anand | Rana Jung Bahadur","Kirti Kumar","0","1"
"tt0466460","Khosla's Nest","2006","22 Sep 2006","Comedy | Crime | Drama","Jaideep Sahni (story)","Anupam Kher | Boman Irani | Parvin Dabas | Tara Sharma","Dibakar Banerjee","0","4"
"tt0466546","The Film","2005","25 Nov 2005","Drama | Thriller","Yash Chouhan (story) | Anand Dehelvi (screenplay) | Junaid Memon | Geetika Tondon (additional dialogue)","Nassar Abdulla | Ravi Baswani | Rakesh Bedi | Mahima Chaudhry","Junaid Memon","0","1"
"tt0466580","Siskiyaan","2005","30 Sep 2005","Drama | Thriller","Sanjay Chauhan | Nida Fazli (lyrics)","Sanjay Chauhan | Neha Dhupia | Sachin Khedekar | Preeti Puri","Ashwini Chaudhary","0","1"
"tt0470398","Kasak","2005","22 Jul 2005","Drama","Rajiv Babbar (screenplay) | Rajiv Babbar (story) | Sanjay Masoom (dialogue) | Sanjay Masoom (screenplay) | Neeraj Vora (screenplay)","Lucky Ali | Meera | Mukesh Tiwari | Nandini","Rajiv Babbar","0","1"
"tt0470521","Saawan... The Love Season","2006","07 Apr 2006","Romance","Saawan Kumar Tak (screenplay) | Saawan Kumar Tak (story)","Salman Khan | Saloni Aswani | Kapil Jhaveri | Prem Chopra","Saawan Kumar Tak","0","2"
"tt0470614","Yun Hota Toh Kya Hota: What If...?","2006","21 Jul 2006","Drama","Uttam Gada","Konkona Sen Sharma | Irrfan Khan | Ayesha Takia | Jimmy Shergill","Naseeruddin Shah","0","1"
"tt0470869","Neal 'N' Nikki","2005","09 Dec 2005","Comedy | Musical | Romance","Arjun Sablok (story) | Arjun Sablok (dialogue) | Anvita Dutt Guptan (additional screenplay) | Anvita Dutt Guptan (dialogue)","Uday Chopra | Tanisha | Abhishek Bachchan | Richa Pallod","Arjun Sablok","0","2"
"tt0471646","Darwaza Bandh Rakho","2006","04 Aug 2006","Comedy | Crime | Drama","J.D. Chakravarthi (screenplay) | Snehal Dabi (dialogue) | Musharaff Ali Khan (story) | Nitin Raikwar (lyrics)","Ishrat Ali | Abhay Bhargav | Snehal Dabi | Divya Dutta","J.D. Chakravarthi","0","1"
"tt0473310","Ram Gopal Varma's Indian Flames","2007","31 Aug 2007","Action | Adventure | Comedy","Salim Khan (story) | Rahil Qazi | Ram Gopal Varma (screenplay) | Ram Gopal Varma (story)","Amitabh Bachchan | Mohanlal | Ajay Devgn | Vinod Jaywant","Ram Gopal Varma","0","1"
"tt0473367","Jaane Tu... Ya Jaane Na","2008","04 Jul 2008","Comedy | Drama | Romance","Abbas Tyrewala","Imran Khan | Genelia D'Souza | Manjari Phadnis | Ayaz Khan","Abbas Tyrewala","0","7"
"tt0473567","...Yahaan","2005","29 Jul 2005","Romance","Sameer Kohli | Mahesh (screenplay) | Mahesh (story) | Piyush Mishra (dialogue) | Piyush Mishra (screenplay) | Sabapati (screenplay) | Sabapati (story)","Jimmy Shergill | Minissha Lamba | Yashpal Sharma | Mukesh Tiwari","Shoojit Sircar","0","1"
"tt0475627","Shikhar","2005","30 Dec 2005","Drama | Musical | Romance","Dr. Bodhisattva (dialogue) | Manohar Iyer (lyrics) | John Mathew Matthan (screenplay) | Chandrashekhar Rajit (lyrics) | Sameer (lyrics) | Anita Sarkar (lyrics) | C.K. Raajaa Chandra Sekar (lyrics) | Viju Shah (lyrics) | Mani Shankar (lyrics) | Sudhakar Sharma (lyrics) | Abbas Tyrewala (screenplay)","Ajay Devgn | Shahid Kapoor | Bipasha Basu | Amrita Rao","John Mathew Matthan","0","2"
"tt0475645","Vaah! Life Ho Toh Aisi!","2005","23 Dec 2005","Comedy | Family | Musical","Mahesh Manjrekar (story) | Kiran Kotrial (dialogue)","Shahid Kapoor | Amrita Rao | Sanjay Dutt | Arshad Warsi","Mahesh Manjrekar","0","2"
"tt0476527","Bluffmaster!","2005","16 Dec 2005","Comedy | Romance | Thriller","Rajat Arora (dialogue) | Shridhar Raghavan (story)","Abhishek Bachchan | Priyanka Chopra | Ritesh Deshmukh | Nana Patekar","Rohan Sippy","0","5"
"tt0476550","God Tussi Great Ho","2008","15 Aug 2008","Comedy | Drama | Romance","Rumi Jaffery (screenplay) | Yunus Sajawal (story)","Amitabh Bachchan | Salman Khan | Priyanka Chopra | Anupam Kher","Rumi Jaffery","0","2"
"tt0476729","Aksar","2006","03 Feb 2006","Drama | Romance","Anant Mahadevan (story)","Rajat Bedi | Till Dilumière | Udita Goswami | Hendrik Greis","Anant Mahadevan","0","5"
"tt0476762","Big Brother","2007","01 Feb 2007","Action | Crime","Guddu Dhanoa","Sunny Deol | Priyanka Chopra | Vikas Anand | Manoj Bhatia","Guddu Dhanoa","0","1"
"tt0476805","Malamaal Weekly","2006","10 Mar 2006","Comedy | Drama | Romance","Manisha Korde (dialogue) | Priyadarshan (screenplay) | Priyadarshan (story) | Chandu Shah (story)","Paresh Rawal | Om Puri | Ritesh Deshmukh | Reema Sen","Priyadarshan","0","7"
"tt0476819","Nehlle Pe Dehlla","2007","02 Mar 2007","Comedy | Thriller","Ajay Chandhok | Yunus Sajawal (screenplay)","Saif Ali Khan | Bipasha Basu | Neha Dhupia | Sanjay Dutt","Ajay Chandhok","0","1"
"tt0476848","Ramji Londonwaley","2005","02 Sep 2005","Comedy | Drama | Family","Kamal Hassan (original story) | Sanjay Dayma (screenplay) | Madhavan (adaptation) | Madhavan (additional screenplay) | Avantika Hari (additional screenplay) | Jay Verma (dialogue: India portions) | Manish Tiwari (dialogue: India portions) | Madhavan (dialogue: London portions) | Sanjay Dayma (dialogue: London portions)","Madhavan | Samita Bangargi | Satish Shah | Akhilendra Mishra","Sanjay Dayma","0","1"
"tt0476884","Taxi No. 9 2 11: Nau Do Gyarah","2006","24 Feb 2006","Comedy | Drama | Thriller","Rajat Arora (story) | Rajat Arora | Vishal Dadlani (lyrics) | Dev Kohli (lyrics)","Nana Patekar | John Abraham | Sonali Kulkarni | Sameera Reddy","Milan Luthria","0","5"
"tt0476888","Tom, Dick, and Harry","2006","12 May 2006","Comedy | Romance","Kamal Pandey (story) | Yunus Sajawal (story) | Ali Shah (dialogue)","Rakesh Bedi | Bobby Darling | Avtar Gill | Gulshan Grover","Deepak Tijori","0","4"
"tt0477252","36 China Town","2006","21 Apr 2006","Comedy | Mystery | Thriller","Shyam Goel (story) | Jitendra Parmar (dialogue) | Anurag Prapanna (dialogue)","Akshaye Khanna | Kareena Kapoor | Shahid Kapoor | Paresh Rawal","Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla","0","5"
"tt0477253","Aashiq Banaya Aapne: Love Takes Over","2005","02 Sep 2005","Drama | Romance | Thriller","Aditya Datt (story)","Tanushree Dutta | Preeti Ganguli | Emraan Hashmi | Ashwini Khalsekar","Aditya Datt","0","3"
"tt0477574","Bengal Tiger","2001","N/A","Action | Crime","N/A","Sandeep Bedi | Mithun Chakraborty | Roshini Jaffery | Raushani Jaffrey","Adarsh Jain","0","1"
"tt0477857","Sehar","2005","N/A","Action | Crime | Drama","Kabeer Kaushik","Arshad Warsi | Pankaj Kapur | Mahima Chaudhry | Sushant Singh","Kabeer Kaushik","0","2"
